aide,ident,annee,init,calib,valeur
garantie,MA_PAI_FER_NI,2020,0.0,0.0,0.0
garantie,MA_PAI_FER_NI,2021,0.0,0.0,0.0
garantie,MA_PAI_FER_NI,2022,0.0,0.0,0.0
garantie,MA_PAI_NON_I,2017,0.0,0.0,0.0
garantie,MA_PAI_NON_I,2018,0.0,0.0,0.0
garantie,MA_PAI_NON_I,2019,0.0,0.0,0.0
garantie,MA_PAI_NON_I,2020,0.0,0.0,0.0
garantie,MA_PAI_NON_I,2021,0.0,0.0,0.0
garantie,MA_PAI_NON_I,2022,0.0,0.0,0.0
garantie,MA_PAI_NON_NI,2017,0.0,0.0,0.0
garantie,MA_PAI_NON_NI,2018,0.0,0.0,0.0
garantie,MA_PAI_NON_NI,2019,0.0,0.0,0.0
garantie,MA_PAI_NON_NI,2020,0.0,0.0,0.0
garantie,MA_PAI_NON_NI,2021,0.0,0.0,0.0
garantie,MA_PAI_NON_NI,2022,0.0,0.0,0.0
